BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
MLK004876,Electrocardiographs| Multichannel,MLK016,Kesihatan,Melaka Tengah,Melaka,ACT,BER
NSB000442,Sphygmomanometers| Mercury,NSB134,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB000464,Scales|Patient|Platform|Mechanical,NSB041,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB000484,Scanning Systems| Ultrasonic|General Purpose,NSB041,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB001269,Sphygmomanometers| Aneroid,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB001316,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB001373,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB002069,Freezers| Laboratory,NSB014,Kesihatan,Kuala Pilah, Negeri Sembilan ,ACT,BER
NSB002626,Sphygmomanometers| Mercury,NSB039,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB002724,Sphygmomanometers| Mercury,NSB038,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB003452,Radiographic/Fluoroscopic Systems| General-Purpose,NSB002,Kesihatan,Jelebu, Negeri Sembilan ,ACT,BER
NSB003455,X-Ray Film Processors| Automatic,NSB002,Kesihatan,Jelebu, Negeri Sembilan ,ACT,BER
NSB004351,Scales|Patient|Platform|Mechanical,NSB034,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004352,Scales|Patient|Platform|Mechanical,NSB034,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004354,Scales|Patient|Platform|Mechanical,NSB034,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004355,Scales|Patient|Platform|Mechanical,NSB034,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004687,X-Ray Film Processors| Automatic,NSB034,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004784,Sphygmomanometers| Aneroid,NSB128,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004785,Sphygmomanometers| Aneroid,NSB128,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB004977,Scales|Patient|Platform|Mechanical,NSB133,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB005314,Scales| Infant,NSB041,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB005337,Scales|Patient|Platform|Mechanical,NSB120,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB005483,Nebulizers| Nonheated,NSB033,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB005787,Sphygmomanometers| Electronic| Automatic,NSB031,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB005790,Sphygmomanometers| Electronic| Automatic,NSB031,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB005932,Water Purification Systems,NSB222,Pergigian,Port Dickson, Negeri Sembilan ,ACT,BER
NSB005965,Ultrasonic Cleaning System,NSB282,Pergigian,Port Dickson, Negeri Sembilan ,ACT,BER
NSB006167,Washer/Sterilizing Units,NSB150,Pergigian,Seremban, Negeri Sembilan ,ACT,BER
NSB006652,Freezers| Laboratory Vaccine,NSB031,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB007205,Sterilizing Units| Steam,NSB221,Pergigian,Port Dickson, Negeri Sembilan ,ACT,BER
NSB007247,Fume Extractor,NSB220,Pergigian,Port Dickson, Negeri Sembilan ,ACT,BER
NSB008091,Scales|Patient|Platform|Mechanical,NSB129,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB009288,Nebulizers| Nonheated,NSB033,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB009301,Nebulizers| Nonheated,NSB010,Kesihatan,Jempol, Negeri Sembilan ,ACT,BER
NSB009611,Aspirators,NSB033,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB009672,Sphygmomanometers| Mercury,NSB132,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB020339,Exercisers,NSB038,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB023196,Chairs| Examination/Treatment| Dentistry,NSB224,Pergigian,Port Dickson, Negeri Sembilan ,ACT,BER
NSB023464,Lights| Dental,NSB208,Pergigian,Tampin, Negeri Sembilan ,ACT,BER
NSB024038,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024039,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024042,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024047,Sphygmomanometers| Mercury,NSB040,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024106,Ophthalmoscopes,NSB037,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024175,Sphygmomanometers| Mercury,NSB039,Kesihatan,Tampin, Negeri Sembilan ,ACT,BER
NSB024201,Sphygmomanometers| Mercury,NSB031,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB024207,Sphygmomanometers| Mercury,NSB031,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
NSB024293,Scales|Patient|Platform|Mechanical,NSB036,Kesihatan,Seremban, Negeri Sembilan ,ACT,BER
PRK007523,Refrigerators| Laboratory,PRK077,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK007680,Sterilizing Units| Steam| Tabletop,PRK188,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK007786,Scales| Infant,PRK188,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK008120,Refrigerators| Laboratory,PRK026,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK008467,Refrigerators| Laboratory,PRK021,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK008887,Refrigerators| Laboratory,PRK026,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK009016,Sterilizing Units| Steam| Tabletop,PRK009,Kesihatan,Hilir Perak,Perak,ACT,
PRK009089,Analyzers| Laboratory| Blood| Hemoglobin,PRK134,Kesihatan,Hilir Perak,Perak,ACT,
PRK009126,Sterilizing Units| Steam| Tabletop,PRK118,Kesihatan,Hilir Perak,Perak,ACT,
PRK009133,Refrigerators| Laboratory,PRK011,Kesihatan,Hilir Perak,Perak,ACT,
PRK009168,Refrigerators| Laboratory,PRK011,Kesihatan,Hilir Perak,Perak,ACT,
PRK009213,Sterilizing Units| Steam| Tabletop,PRK142,Kesihatan,Hilir Perak,Perak,ACT,
PRK015188,Refrigerators| Laboratory,PRK075,Kesihatan,Hilir Perak,Perak,ACT,
PRK015234,Sterilizing Units| Steam| Tabletop,PRK012,Kesihatan,Hilir Perak,Perak,ACT,
PRK015260,Fetal Heart Detectors| Ultrasonic,PRK135,Kesihatan,Hilir Perak,Perak,ACT,
PRK015335,Refrigerators| Laboratory,PRK021,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK015368,Freezers| Laboratory Vaccine,PRK186,KESIHATAN,KERIAN,Perak,ACT,DEA
PRK020313,Sterilizing Units| Portable,PRK134,Kesihatan,Hilir Perak,Perak,ACT,
PRK020457,Sterilizing Units| Portable,PRK136,Kesihatan,Hilir Perak,Perak,ACT,
SBH001118,Refrigerators| Pharmacy ,SBH198,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001265,Scales| Infant,SBH194,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001271,Refrigerators| Pharmacy ,SBH194,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001360,Refrigerators| Pharmacy ,SBH199,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001363,Scales|Patient|Platform|Mechanical,SBH199,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001651,Refrigerators| Pharmacy ,SBH087,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001654,Refrigerators| Pharmacy ,SBH087,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001716,Refrigerators| Pharmacy ,SBH087,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001738,Refrigerators| Pharmacy ,SBH191,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001757,Scales|Patient|Platform|Electronic,SBH191,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001769,Sterilizing Units| Steam| Tabletop,SBH192,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH001776,Refrigerators| Pharmacy ,SBH192,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH002429,ANALYZERS| LABORATORY| URINE| SEMIAUTOMATED ( MEDIUM),SBH096,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH002444,CENTRIFUGES| TABLETOP,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH002642,PIPETTERS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH003383,REFRIGERATORS,SBH096,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH003571,REFRIGERATORS| PHARMACY,SBH259,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH004023,Refrigerators| Pharmacy ,SBH200,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004031,Analyzers| Laboratory| Blood| Hemoglobin,SBH195,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004032,Aspirators,SBH200,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004034,Scales|Patient|Platform|Mechanical,SBH200,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004035,Aspirators,SBH200,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004040,Aspirators,SBH200,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004048,Aspirators,SBH195,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004050,Refrigerators| Pharmacy ,SBH195,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004068,Refrigerators| Pharmacy ,SBH196,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004073,Scales|Patient|Platform|Mechanical,SBH193,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004076,Scales|Patient|Platform|Electronic,SBH193,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004077,Refrigerators| Pharmacy ,SBH193,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004079,Scales|Patient|Platform|Mechanical,SBH193,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004087,Scales|Patient|Platform|Mechanical,SBH197,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004089,Refrigerators| Pharmacy ,SBH197,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH004090,Refrigerators| Pharmacy ,SBH197,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH005779,PIPETTERS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH005780,PIPETTERS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH006689,Refrigerators| Pharmacy ,SBH096,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH006690,Refrigerators| Pharmacy ,SBH096,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH007371,SPHYGMOMANOMETERS| ANEROID,SBH261,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH007480,OPHTHALMOSCOPES,SBH065,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH007616,Refrigerators| Pharmacy ,SBH519,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH008604,ROTATORS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH008961,REFRIGERATORS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH010846,REFRIGERATORS,SBH096,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH011119,Freezers| Laboratory,SBH261,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH011900,REFRIGERATORS,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH011942,Freezers| Laboratory Vaccine,SBH095,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH012013,Ophthalmoscopes,SBH063,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH012015,Sterilizing Units| Steam| Tabletop,SBH063,KESIHATAN,TAWAU,Sabah,ACT,BER
SBH012024,Refrigerators| Pharmacy ,SBH063,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH012050,CENTRIFUGES| TABLETOP,SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH013579,Refrigerators| Laboratory,SBH063,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH013656,ASPIRATORS,SBH065,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH016538,Refrigerators| Pharmacy ,SBH260,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH017443,Refrigerators| Laboratory,SBH560,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH017792,SPHYGMOMANOMETERS| ELECTRONIC| MANUAL,SBH261,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH017808,FETAL HEART DETECTORS| ULTRASONIC,SBH263,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH017865,ANALYZERS| LABORATORY| HEMATOLOGY| CELL COUNTING| AUTOMATED ( MEDIUM),SBH066,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH017954,Freezers| Laboratory,SBH264,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH017962,Resuscitators| Pulmonary| Manual,SBH259,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH018004,Aspirators,SBH264,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH018005,Aspirators,SBH095,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH018006,Aspirators,SBH262,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH018007,Refrigerators| Pharmacy ,SBH262,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH018008,Freezers| Laboratory Vaccine,SBH095,KESIHATAN,TAWAU,Sabah,ACT,DEA
SBH024164,ASPIRATORS,SBH087,KESIHATAN,PAPAR,Sabah,ACT,DEA
SBH024183,SCALES| INFANT,SBH199,KESIHATAN,PAPAR,Sabah,ACT,DEA
SLR000568,Sphygmomanometers| Mercury,SLR011,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000583,Sphygmomanometers| Mercury,SLR011,Kesihatan,Hulu Langat,Selangor,PBR,BER
SLR000723,Sphygmomanometers| Mercury,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000732,Sphygmomanometers| Mercury,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000733,Sphygmomanometers| Mercury,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000744,Sphygmomanometers| Mercury,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000762,Sphygmomanometers| Aneroid,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000763,Sphygmomanometers| Aneroid,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000764,Sphygmomanometers| Aneroid,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000771,Sphygmomanometers| Aneroid,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR000775,Sphygmomanometers| Aneroid,SLR012,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR001346,Freezers| Laboratory Vaccine,SLR014,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR001361,Scales,SLR014,Kesihatan,Hulu Langat,Selangor,ACT,BER
SLR002598,Fetal Heart Detectors| Ultrasonic,SLR061,Kesihatan,Gombak,Selangor,ACT,BER
SLR002770,Sphygmomanometers| Mercury,SLR001,Kesihatan,Gombak,Selangor,ACT,BER
SLR002824,Sphygmomanometers| Mercury,SLR006,Kesihatan,Gombak,Selangor,PBR,BER
SLR003244,Scales,SLR001,Kesihatan,Gombak,Selangor,ACT,BER
SLR004276,Sterilizing Units| Steam,SLR249,Pergigian,Petaling,Selangor,ACT,BER
SLR007837,Unit-Dose Dispensers| Pill,SLR009,Kesihatan,Hulu Langat,Selangor,ACT,BER
SWK000842,Ultrasonic Cleaning System,SWK250,Pergigian,Kuching,Sarawak,ACT,BER
SWK000873,Radiographic Units| Dental,SWK250,Pergigian,Kuching,Sarawak,ACT,BER
SWK000916,Hp Maintenance System,SWK249,Pergigian,Kuching,Sarawak,ACT,BER
SWK004361,Amalgamators,SWK239,Pergigian,Sarikei,Sarawak,ACT,BER
SWK005123,Amalgamators,SWK290,Pergigian,Kuching,Sarawak,ACT,BER
SWK005336,Lights| Dental,SWK231,Pergigian,Sarikei,Sarawak,ACT,BER
SWK005741,Concentrators| Oxygen,SWK018,Kesihatan,Bintulu,Sarawak,ACT,DEA
SWK007978,Amalgamators,SWK249,Pergigian,Kuching,Sarawak,ACT,BER
SWK007984,Micromotor,SWK249,Pergigian,Kuching,Sarawak,ACT,DEA
SWK023626,Micromotor,SWK499,Pergigian,Bintulu,Sarawak,ACT,BER
SWK023735,Lights| Dental,SWK310,Pergigian,Kuching,Sarawak,ACT,BER
SWK023949,LIGHTS| DENTAL| INTRAORAL,SWK269,Pergigian,Kuching,Sarawak,ACT,DEA
WKL004161,Radiographic Units| Dental,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan,ACT,DEA

