BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
NSB000810,Defibrillators| External| Automated,NSB037,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB003020,Refrigerators| Laboratory,NSB041,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB006601,Sterilizing Units| Steam,NSB208,Pergigian,Tampin,Negeri Sembilan,ACT,BER
NSB000051,Chairs| Examination/Treatment| Dentistry,NSB211,Pergigian,Tampin,Negeri Sembilan,ACT,BER
NSB005075,Scales|Patient|Platform|Electronic,NSB099,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
NSB000099,Sphygmomanometers| Mercury,NSB142,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB000939,Sphygmomanometers| Aneroid,NSB144,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB002705,Rotators,NSB038,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB000399,Sphygmomanometers| Electronic| Automatic,NSB039,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB002704,Centrifuges| Tabletop| High-Speed| Microhematocrit,NSB038,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB007468,Ophthalmoscopes,NSB020,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
NSB024062,Concentrators| Oxygen,NSB038,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB024063,Concentrators| Oxygen,NSB038,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB024061,Concentrators| Oxygen,NSB038,Kesihatan,Tampin,Negeri Sembilan,ACT,BER
NSB000927,Water Purification Systems,NSB208,Pergigian,Tampin,Negeri Sembilan,ACT,BER
NSB007462,Scanning Systems| Ultrasonic|General Purpose,NSB020,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
NSB007660,Scanning Systems| Ultrasonic|General Purpose,NSB022,Kesihatan,Port Dickson,Negeri Sembilan,ACT,BER
PNG020223,DEFIBRILLATORS| EXTERNAL| MANUAL,PNG004,Kesihatan,Seberang Perai Selatan,Pulau Pinang,ACT,BER
