BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status,New Status
PRK007187,Centrifuges Tabletop Serofuge,PRK052,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007266,Aspirator,PRK056,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006699,Sphygmomanometers| Mercury,PRK251,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007000,Aspirator,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK006767,Aspirator,PRK050,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK007161,Scales patient Platform mechanical ,PRK260,KESIHATAN,LARUT MATANG SELAMA,PERAK,ACT,BER
PRK008407,Sphygmomanometers| Aneroid,PRK024,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008553,Fetal heart Detectors,PRK175,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK007676,Rotators ,PRK025,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008394,Scales| Infant ,PRK024,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK007595,Fetal heart Detectors,PRK020,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008466,Analyzer| Laboratory| Blood| Hemoglobin,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008500,Light| Examination,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008489,Sphygmomanometers| Mercury,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008479,Sphygmomanometers| Mercury,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK007387,Sphygmomanometers| Mercury,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK007386,Sphygmomanometers| Mercury,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK015340,Analyzer| Laboratory| Blood| Hemoglobin,PRK023,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008579,Sphygmomanometers| Mercury,PRK176,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK008548,Fetal heart Detectors,PRK189,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK015338,Scale| Patient| Platform| Mechanical,PRK021,KESIHATAN,KERIAN,PERAK,ACT,BER
PRK005621,Micromotors,PRK472,PERGIGIAN ,KUALA KANGSAR,PERAK,ACT,BER
PRK005730,Amalgamators,PRK472,PERGIGIAN ,KUALA KANGSAR,PERAK,ACT,BER
PRK005656,Lights| Dental,PRK478,PERGIGIAN ,KUALA KANGSAR,PERAK,ACT,BER
PRK005640,Handpieces| Dental,PRK472,PERGIGIAN ,KUALA KANGSAR,PERAK,ACT,BER
PRK023250,STERILIZING UNITS| PORTABLE,PRK480,PERGIGIAN ,KUALA KANGSAR,PERAK,ACT,BER
PRK005259,SCALE PATIENT| PLATFORM| MEHANICAL,PRK295,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK005390,SPHYGMOMANOMETER MERCURY,PRK285,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK014942,FREEZERS| LABORATORY| VACCINE,PRK064,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK003509,NEBULIZERS| NON HEATED,PRK063,KESIHATAN,MANJUNG,PERAK,ACT,BER
PRK010452,SCALES| INFANT,PRK328,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK010451,SCALES| INFANT,PRK328,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK012282,LIGHT| EXAMINATION,PRK306,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK016160,LIGHT| EXAMINATION,PRK072,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK011049,SCALES| INFANT,PRK319,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK010990,SCALES| INFANT,PRK307,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK010961,SCALES| PATIENT| PLATFORM| MECHANICAL,PRK312,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK016135,SCALES| PATIENT| PLATFORM| MECHANICAL,PRK308,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK011051,SCALES| PATIENT| PLATFORM| MECHANICAL,PRK319,KESIHATAN,PERAK TENGAH,PERAK,ACT,BER
PRK011457,Hp Maintenance System,PRK464,PERGIGIAN,PERAK TENGAH,PERAK,ACT,BER
PRK013065,Lights| Dental,PRK464,PERGIGIAN,PERAK TENGAH,PERAK,ACT,BER
PRK010225,Radiographic Units| Dental,PRK464,PERGIGIAN,PERAK TENGAH,PERAK,ACT,BER
PRK010056,Chairs| Examination/Treatment| Dentistry,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010790,Chairs| Examination/Treatment| Dentistry,PRK450,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010050,Ultrasonic Cleaning System,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010051,Water Purification Systems,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010789,DENTAL SUCTION PUMP,PRK450,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010054,BENCHTOP AUTOCLAVE,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010161,DENTAL SUCTION PUMP,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010168,DENTAL SUCTION PUMP,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010097,DENTAL SUCTION PUMP,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010232,ULTRAVIOLET STERILIZER,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010059,DENTAL HANDPIECE,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010913,BENCHTOP AUTOCLAVE,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010109,DENTAL CURING LIGHT,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010914,WATER DISTILLER,PRK448,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010860,Lights| Dental| Intraoral,PRK447,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010223,View Boxes| X-Ray,PRK451,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010197,Radiographic Units| Dental,PRK451,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010829,Water Purification Systems,PRK451,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010821,Chairs| Examination/Treatment| Dentistry,PRK453,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010100,Scalers| Dental| Ultrasonic,PRK453,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010841,PORTABLE AUTOCLAVE,PRK449,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010187,WATER DISTILLER,PRK449,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010133,MICROMOTOR,PRK449,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010206,ULTRAVIOLET STERILIZER/DISINFECTOR UNIT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010191,DENTAL LIGHT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010227,DENTAL LIGHT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010813,SCALER UNIT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010906,SUCTION PUMP,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010822,AMALGAMATORS,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010110,LIGHT| DENTAL,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010129,HP MAINTENANCE SYSTEM,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010207,DENTAL CURING LIGHT,PRK567,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010156,SCALER UNIT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010151,HP MAINTENANCE SYSTEM,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010082,DENTAL MODEL TRIMMER,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010912,LIGHT CURE UNIT,PRK446,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010805,DENTAL DELIVERY UNIT ,PRK456,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK020320,Chairs| Examination/Treatment| Dentistry,PRK451,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK010055,Chairs| Examination/Treatment| Dentistry,PRK452,PERGIGIAN,HILIR PERAK,PERAK,ACT,BER
PRK002605,Testers| Pulp,PRK375,PERGIGIAN,KINTA,PERAK,ACT,BER
PRK002653,Chairs| Examination/Treatment| Dentistry,PRK375,PERGIGIAN,KINTA,PERAK,ACT,BER
SLR007501,Chairs| Examination/Treatment| Dentistry,SLR192,PERGIGIAN,SABAK BERNAM,SELANGOR,ACT,BER
SLR006307,Sterilizing Units| Portable,SLR192,PERGIGIAN,SABAK BERNAM,SELANGOR,PBR,BER
SLR007505,Chairs| Examination/Treatment| Dentistry,SLR192,PERGIGIAN,SABAK BERNAM,SELANGOR,ACT,BER
SLR012066,Microscopes| Light| Laboratory,SLR393,KESIHATAN,PETALING,SELANGOR,ACT,DEA
SLR003844,Sterilizing Units| Steam| Tabletop,SLR047,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR003842,Distilling Unit,SLR047,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR003841,Distilling Unit,SLR047,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR005273,Centrifuges| Tabletop,SLR047,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR005266,Hoods| Isolation| Laminar Air Flow,SLR047,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR012019,Fetal Heart Detectors| Ultrasonic,SLR393,KESIHATAN,PETALING,SELANGOR,ACT,BER
SLR003432,Rotators,SLR020,KESIHATAN,HULU SELANGOR,SELANGOR,ACT,BER
SLR000961,OXIMETERS| PULSE,SLR020,KESIHATAN,HULU SELANGOR,SELANGOR,ACT,BER
SLR001392,Light| Examination,SLR189,KESIHATAN,HULU SELANGOR,SELANGOR,ACT,BER
