BE Number,BE Category,Clinic Code,Clinic Category,District,State,Current Status ,New Status 
JHR012178,SCALES|PATIENT|PLATFORM|MECHANICAL,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012310,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012314,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012330,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012335,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012364,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR012475,SCALES| INFANT,JHR086,Kesihatan,Segamat,Johor,ACT,DEA
JHR003168,MICROMOTOR,JHR400,Pergigian,Muar,Johor,ACT,BER
JHR011136,Dental Delivery Units,JHR392,Pergigian,Johor Bahru,Johor,ACT,BER
JHR008951,Sphygmomanometers| Mercury,JHR218,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR009365,Scales|Patient|Platform|Mechanical,JHR196,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR014595,Light| Examination,JHR196,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR008010,Scales,JHR046,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR014008,Fetal Heart Detectors| Ultrasonic,JHR195,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR008029,Fetal Heart Detectors| Ultrasonic,JHR046,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR009144,Sphygmomanometers| Mercury,JHR041,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR024328,FETAL HEART DETECTORS| ULTRASONIC,JHR037,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR010147,Nebulizers| Nonheated,JHR048,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR008946,Sphygmomanometers| Mercury,JHR218,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR009820,Fetal Heart Detectors| Ultrasonic,JHR200,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR024286,SPHYGMOMANOMETERS| ELECTRONIC| AUTOMATIC,JHR037,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR008244,Light| Examination,JHR042,Kesihatan,Kota Tinggi,Johor,ACT,BER
JHR008465,Amalgamators,JHR516,Pergigian,Kota Tinggi,Johor,ACT,BER
JHR000311,PRESSES| FLASK| DENTAL,JHR516,Pergigian,Kota Tinggi,Johor,ACT,BER
JHR008501,Lights| Dental,JHR516,Pergigian,Kota Tinggi,Johor,ACT,BER
JHR008497,Aspirators| Dental,JHR516,Pergigian,Kota Tinggi,Johor,ACT,BER
JHR008502,LIGHTS| DENTAL,JHR516,Pergigian,Kota Tinggi,Johor,ACT,BER
JHR008302,Fetal Heart Detectors| Ultrasonic,JHR163,Kesihatan,Kulai Jaya,Johor,ACT,BER
JHR008560,Scales|Patient|Platform|Mechanical,JHR017,Kesihatan,Kulai Jaya,Johor,ACT,BER
JHR023382,ASPIRATORS| DENTAL,JHR539,Pergigian,Mersing,Johor,ACT,BER
JHR023387,STERILIZING UNITS| STEAM,JHR541,Pergigian,Mersing,Johor,ACT,BER
JHR005098,Lights| Dental,JHR538,Pergigian,Mersing,Johor,ACT,BER
JHR004381,AMALGAMATORS,JHR538,Pergigian,Mersing,Johor,ACT,BER
JHR005330,Acrylic Curing Units| Dental,JHR533,Pergigian,Mersing,Johor,ACT,BER
JHR023366,LIGHTS| DENTAL| INTRAORAL,JHR533,Pergigian,Mersing,Johor,ACT,BER
JHR010601,Casting Furnaces| Dental,JHR359,Pergigian,Johor Bahru,Johor,ACT,BER
JHR010472,Compressors| Medical-Air,JHR366,Pergigian,Johor Bahru,Johor,ACT,BER
JHR010642,Welding Units| Orthodontic,JHR359,Pergigian,Johor Bahru,Johor,ACT,BER
JHR015608,Amalgamators,JHR364,Pergigian,Johor Bahru,Johor,ACT,BER
JHR015791,Package Sealers,JHR572,Pergigian,Johor Bahru,Johor,ACT,BER
JHR021111,X-Ray Film Processors| Automatic,JHR010,Kesihatan,Batu Pahat,Johor,ACT,BER
JHR025536,ULTRASONIC CLEANING SYSTEM,JHR543,Pergigian,Mersing,Johor,ACT,BER
JHR006499,Ultrasonic Cleaning System,JHR543,Pergigian,Mersing,Johor,ACT,BER
MLK005890,Sterilizing Units| Steam,MLK154,Pergigian,Jasin,Melaka,ACT,BER
MLK023237,WATER BOILER,MLK156,Pergigian,Jasin,Melaka,ACT,BER
MLK004657,Dental Delivery Units,MLK160,Pergigian,Jasin,Melaka,PBR,BER
MLK005149,Refrigerators,MLK157,Pergigian,Jasin,Melaka,ACT,BER
MLK004407,Amalgamators,MLK136,Pergigian,Alor Gajah,Melaka,ACT,BER
MLK004340,Sterilizing Units| Portable,MLK136,Pergigian,Alor Gajah,Melaka,ACT,BER
MLK023087,ASPIRATORS| DENTAL,MLK095,Pergigian,Melaka Tengah,Melaka,ACT,BER
NSB006479,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006480,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006482,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006490,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006491,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006492,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006493,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006494,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006507,Scales,NSB025,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB007021,Scales,NSB026,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB007023,Scales,NSB026,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006937,Scales| Infant,NSB024,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006931,Scales| Infant,NSB113,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005887,Scales| Infant,NSB115,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005893,Scales| Infant,NSB115,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB004892,Scales| Infant,NSB114,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006901,Scales| Infant,NSB112,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006554,Scales,NSB110,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006555,Scales,NSB110,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005842,Scales| Infant,NSB106,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005802,Scales| Infant,NSB105,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005813,Scales| Infant,NSB105,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB005812,Scales| Infant,NSB105,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006914,Scales| Infant,NSB111,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB009563,Scales| Infant,NSB111,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB004962,Scales,NSB107,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB007040,Scales,NSB109,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB007047,Scales,NSB109,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB006564,Scales,NSB108,Kesihatan,Rembau,Negeri Sembilan,ACT,DEA
NSB008111,Sphygmomanometers| Mercury,NSB007,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB003723,Scales| Infant,NSB006,Kesihatan,Jempol,Negeri Sembilan,ACT,BER
NSB002101,Lights| Dental| Intraoral,NSB184,Pergigian,Kuala Pilah,Negeri Sembilan,PBR,BER
NSB001753,Radiographic Units| Dental,NSB185,Pergigian,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB001042,Lights| Dental| Intraoral,NSB184,Pergigian,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB002491,Micromotor,NSB187,Pergigian,Kuala Pilah,Negeri Sembilan,ACT,BER
NSB004490,Scales|Patient|Platform|Mechanical,NSB033,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005491,Scales|Patient|Platform|Mechanical,NSB033,Kesihatan,Seremban,Negeri Sembilan,PBR,BER
NSB005276,Sphygmomanometers| Aneroid,NSB118,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005736,Sphygmomanometers| Electronic| Automatic,NSB032,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB005663,Ophthalmoscopes,NSB028,Kesihatan,Seremban,Negeri Sembilan,ACT,BER
NSB002860,Scales|Patient|Platform|Electronic,NSB005,Kesihatan,Jempol,Negeri Sembilan,PBR,BER
NSB009297,Sphygmomanometers| Mercury,NSB009,Kesihatan,Jempol,Negeri Sembilan,PBR,BER
SLR007987,Sphygmomanometers| Mercury,SLR049,Kesihatan,Sabak Bernam,Selangor,PBR,BER
SLR008941,Sphygmomanometers| Aneroid,SLR049,Kesihatan,Sabak Bernam,Selangor,ACT,BER
SLR008949,Sphygmomanometers| Mercury,SLR049,Kesihatan,Sabak Bernam,Selangor,PBR,BER
WKL001315,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001316,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001317,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001318,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001319,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001320,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001321,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL001301,Scales| Infant,WKL027,Kesihatan,Cheras,Wilayah Persekutuan K.L.,ACT,DEA
WKL000897,Audiometers,WKL013,Kesihatan,Lembah Pantai,Wilayah Persekutuan K.L.,ACT,DEA
WKL023071,MIXERS,WKL056,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,ACT,BER
WKL000058,Sterilizing Units| Steam,WKL061,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,PBR,BER
WKL000109,Chairs| Examination/Treatment| Dentistry,WKL054,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,PBR,BER
WKL000111,Chairs| Examination/Treatment| Dentistry,WKL054,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,PBR,BER
WKL000132,Trimmers| Model| Dental,WKL054,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,ACT,BER
WKL000134,Micromotor,WKL054,Pergigian,Lembah Pantai,Wilayah Persekutuan K.L.,ACT,BER
WKL004088,Amalgamators,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,PBR,BER
WKL004109,Dental Delivery Units,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,PBR,BER
WKL004127,Compressors| Medical-Air,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,ACT,BER
WKL004128,Compressors| Medical-Air,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,ACT,BER
WKL020182,Lights| Dental,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,PBR,BER
WKL023184,APEX LOCATOR,WKL142,Pergigian,Putrajaya,Wilayah Persekutuan K.L.,PBR,BER

